ID DRAW_TYPE DRAW_VALUE
2619 NORMAL 0.429259
2620 NORMAL -0.137159
2621 NORMAL -0.674199
2622 NORMAL 0.445185
2623 NORMAL 0.614344
2624 NORMAL 0.084485
2625 NORMAL -0.619678
2626 NORMAL 0.718108
2627 NORMAL 0.355314
2628 NORMAL 0.569102
2629 NORMAL 0.357041
2630 NORMAL 0.393851
2631 NORMAL -0.978528
2632 NORMAL -0.184887
2633 NORMAL 0.220382
2634 NORMAL -0.153038
2635 NORMAL 0.477286
2636 NORMAL -0.666000
2637 NORMAL 0.193742
2638 NORMAL -1.137391
2639 NORMAL -0.311302
2640 NORMAL 0.276738
2641 NORMAL -0.129017
2642 NORMAL 0.377204
2643 NORMAL 0.067123
2644 NORMAL 0.107784
2645 NORMAL 0.415189
2646 NORMAL -0.465931
2647 NORMAL -0.198470
2648 NORMAL 0.818291
2649 NORMAL -0.293237
2650 NORMAL -0.664864
2651 NORMAL -0.296530
2652 NORMAL 0.743470
2653 NORMAL -0.295661
2654 NORMAL 0.608781
2655 NORMAL -0.068933
2656 NORMAL -0.782700
2657 NORMAL -0.010289
2658 NORMAL -0.126309
2659 NORMAL 0.042031
2660 NORMAL 0.198661
2661 NORMAL -0.601657
2662 NORMAL -0.204578
2663 NORMAL 0.324760
2664 NORMAL 0.773086
2665 NORMAL -0.151984
2666 NORMAL -0.512029
2667 NORMAL 0.987810
2668 NORMAL -0.328744
2669 NORMAL 0.053934
2670 NORMAL 0.004082
2671 NORMAL 0.727939
2672 NORMAL 0.180440
2673 NORMAL 0.570763
2674 NORMAL -0.210088
2675 NORMAL -0.152771
2676 NORMAL 0.084823
2677 NORMAL 0.091081
2678 NORMAL 0.561740
2679 NORMAL 0.718605
2680 NORMAL -0.703389
2681 NORMAL 0.927159
2682 NORMAL 0.950037
2683 NORMAL -0.195543
2684 NORMAL -0.549870
2685 NORMAL -0.326225
2686 NORMAL -0.657088
2687 NORMAL -0.194100
2688 NORMAL -0.784753
2689 NORMAL 0.442721
2690 NORMAL -0.537372
2691 NORMAL -0.302611
2692 NORMAL 0.798663
2693 NORMAL 0.206764
2694 NORMAL 0.800327
2695 NORMAL -0.335979
2696 NORMAL 0.430707
2697 NORMAL 0.460410
2698 NORMAL 0.048110
2699 NORMAL -0.222985
2700 NORMAL 0.455842
2701 NORMAL 0.629767
2702 NORMAL -0.115201
2703 NORMAL 0.161783
2704 NORMAL 0.409268
2705 NORMAL -0.235869
2706 NORMAL -0.151703
2707 NORMAL 0.893121
2708 NORMAL 0.352331
2709 NORMAL 0.129816
2710 NORMAL 0.300966
2711 NORMAL -0.497530
2712 NORMAL -0.049676
2713 NORMAL 0.238941
2714 NORMAL 0.274012
2715 NORMAL -0.089110
2716 NORMAL 0.072521
2717 NORMAL -0.156141
2718 NORMAL 0.517016
2719 NORMAL 0.287975
2720 NORMAL -0.312433
2721 NORMAL -0.417582
2722 NORMAL 0.224637
2723 NORMAL 0.377373
2724 NORMAL 0.579794
2725 NORMAL 0.250425
2726 NORMAL -0.120928
2727 NORMAL -0.516823
2728 NORMAL 0.268744
2729 NORMAL 0.504877
2730 NORMAL -1.118484
2731 NORMAL 0.415366
2732 NORMAL 0.317564
2733 NORMAL 0.245557
2734 NORMAL 0.760680
2735 NORMAL -0.016003
2736 NORMAL -0.459448
2737 NORMAL -0.477344
2738 NORMAL 0.711612
2739 NORMAL -0.342330
2740 NORMAL 0.693188
2741 NORMAL -0.080392
2742 NORMAL 1.323614
2743 NORMAL 0.147723
2744 NORMAL 1.041611
2745 NORMAL 0.088632
2746 NORMAL -0.696616
2747 NORMAL -0.448716
2748 NORMAL 1.080183
2749 NORMAL -0.362557
2750 NORMAL 0.074733
2751 NORMAL -0.411491
2752 NORMAL 0.943866
2753 NORMAL 0.195464
2754 NORMAL 0.113204
2755 NORMAL 0.059623
2756 NORMAL 0.359097
2757 NORMAL 0.599798
2758 NORMAL -0.358611
2759 NORMAL 0.203687
2760 NORMAL -0.287783
2761 NORMAL 0.223873
2762 NORMAL -0.030015
2763 NORMAL -0.088163
2764 NORMAL 0.813412
2765 NORMAL -0.114991
2766 NORMAL -0.305245
2767 NORMAL 0.353178
2768 NORMAL 0.889784
2769 NORMAL -0.609011
2770 NORMAL -0.054260
2771 NORMAL 1.014844
2772 NORMAL 0.756478
2773 NORMAL 0.472578
2774 NORMAL 1.041651
2775 NORMAL 0.374715
2776 NORMAL -0.518406
2777 NORMAL 0.642142
2778 NORMAL 1.108861
2779 NORMAL -0.248911
2780 NORMAL 0.478075
2781 NORMAL 0.747235
2782 NORMAL 0.100203
2783 NORMAL 0.124921
2784 NORMAL -0.337150
2785 NORMAL 0.549181
2786 NORMAL 0.797969
2787 NORMAL 0.528046
2788 NORMAL 0.390931
2789 NORMAL 0.680278
2790 NORMAL -0.163870
2791 NORMAL 0.354824
2792 NORMAL 0.676804
2793 NORMAL 0.597098
2794 NORMAL -0.038445
2795 NORMAL -0.905239
2796 NORMAL 0.237460
2797 NORMAL -0.523047
2798 NORMAL -0.524180
2799 NORMAL 0.170614
2800 NORMAL 0.431359
2801 NORMAL 0.614912
2802 NORMAL -0.247854
2803 NORMAL -0.241840
2804 NORMAL 1.214261
2805 NORMAL 1.294744
2806 NORMAL 0.358989
2807 NORMAL 0.589117
2808 NORMAL 0.630221
2809 NORMAL -0.077304
2810 NORMAL -0.040494
2811 NORMAL -0.217341
2812 NORMAL 0.660280
2813 NORMAL 0.255246
2814 NORMAL -0.359495
2815 NORMAL 0.330121
2816 NORMAL -0.686673
2817 NORMAL 0.340730
2818 NORMAL -0.255959
2819 NORMAL 0.066670
2820 NORMAL -0.295832
2821 NORMAL 0.108684
2822 NORMAL -0.540257
2823 NORMAL -0.343147
2824 NORMAL -0.000417
2825 NORMAL -0.473600
2826 NORMAL 0.558372
2827 NORMAL 0.531364
2828 NORMAL 0.786032
2829 NORMAL -0.251950
2830 NORMAL -0.942837
2831 NORMAL 0.381995
2832 NORMAL 0.265216
2833 NORMAL -0.756425
2834 NORMAL 0.821772
2835 NORMAL -0.473125
2836 NORMAL 0.277486
2837 NORMAL -0.017469
2838 NORMAL 0.327929
2839 NORMAL 0.321546
2840 NORMAL 0.554797
2841 NORMAL -0.940686
2842 NORMAL 0.030472
2843 NORMAL 0.348188
2844 NORMAL -0.338288
2845 NORMAL -0.176147
2846 NORMAL 0.219954
2847 NORMAL 0.215295
2848 NORMAL 0.502152
2849 NORMAL 0.627442
2850 NORMAL 0.430259
2851 NORMAL -0.111653
2852 NORMAL 0.144028
2853 NORMAL 1.051524
2854 NORMAL 0.232132
2855 NORMAL -0.760141
2856 NORMAL -0.164791
2857 NORMAL 0.506367
2858 NORMAL 0.876287
2859 NORMAL -1.224312
2860 NORMAL -0.074881
2861 NORMAL -0.549561
2862 NORMAL 0.817497
2863 NORMAL -0.172561
2864 NORMAL -0.057844
2865 NORMAL -0.109480
2866 NORMAL 1.018259
2867 NORMAL 0.412717
2868 NORMAL -0.087197
2869 NORMAL 0.264903
2870 NORMAL -0.296306
2871 NORMAL 0.433745
2872 NORMAL 0.524209
2873 NORMAL 0.983057
2874 NORMAL 0.222325
2875 NORMAL -0.440334
2876 NORMAL 0.843150
2877 NORMAL 0.999236
2878 NORMAL 0.317600
2879 NORMAL -0.701309
2880 NORMAL 0.301296
2881 NORMAL 0.202644
2882 NORMAL 0.358789
2883 NORMAL -0.061674
2884 NORMAL 0.276641
2885 NORMAL 0.353151
2886 NORMAL -0.176383
2887 NORMAL -0.157972
2888 NORMAL -0.988330
2889 NORMAL -0.100873
2890 NORMAL -0.546177
2891 NORMAL 0.013205
2892 NORMAL -0.096743
2893 NORMAL 0.402181
2894 NORMAL 0.678504
2895 NORMAL -0.087334
2896 NORMAL 0.219021
2897 NORMAL -0.133786
2898 NORMAL -0.710692
2899 NORMAL 1.422461
2900 NORMAL 1.859691
2901 NORMAL 0.588122
2902 NORMAL 0.071000
2903 NORMAL 0.367009
2904 NORMAL -0.038462
2905 NORMAL 0.456788
2906 NORMAL 0.799917
2907 NORMAL -1.065406
2908 NORMAL -0.593577
2909 NORMAL 0.705195
2910 NORMAL 0.299751
2911 NORMAL 0.400981
2912 NORMAL 0.026354
2913 NORMAL -0.391633
2914 NORMAL 0.126155
2915 NORMAL -0.482704
2916 NORMAL -0.234547
2917 NORMAL 0.217493
2918 NORMAL 1.236415
2919 NORMAL -0.005863
2920 NORMAL 0.315094
2921 NORMAL 0.318296
2922 NORMAL 0.259642
2923 NORMAL 0.324685
2924 NORMAL 0.332296
2925 NORMAL -0.526309
2926 NORMAL 0.003869
2927 NORMAL 0.551297
2928 NORMAL 1.238177
2929 NORMAL 0.023258
2930 NORMAL 0.782067
2931 NORMAL 0.059580
2932 NORMAL 0.140940
2933 NORMAL -0.237247
2934 NORMAL 0.228455
2935 NORMAL -0.159612
2936 NORMAL 0.742581
2937 NORMAL -0.329093
2938 NORMAL -0.409589
2939 NORMAL -0.666011
2940 NORMAL 0.439449
2941 NORMAL -0.103853
2942 NORMAL 0.524910
2943 NORMAL -0.117787
2944 NORMAL -0.590805
2945 NORMAL -0.533665
2946 NORMAL 0.487734
2947 NORMAL 0.208671
2948 NORMAL 1.237446
2949 NORMAL 1.038262
2950 NORMAL -0.646892
2951 NORMAL 0.658257
2952 NORMAL -0.044591
2953 NORMAL -0.219261
2954 NORMAL 0.687872
2955 NORMAL -0.266355
2956 NORMAL 1.258868
2957 NORMAL -0.148114
2958 NORMAL 0.674095
2959 NORMAL 0.601898
2960 NORMAL -0.905559
2961 NORMAL 1.528358
2962 NORMAL -0.405581
2963 NORMAL 0.642977
2964 NORMAL -0.247093
2965 NORMAL 0.181392
2966 NORMAL 1.076426
2967 NORMAL -0.494131
2968 NORMAL 1.568092
2969 NORMAL 0.479622
2970 NORMAL -0.369670
2971 NORMAL 0.352797
2972 NORMAL -0.603499
2973 NORMAL 0.520185
2974 NORMAL 0.323722
2975 NORMAL -0.264038
2976 NORMAL 0.414753
2977 NORMAL -0.272243
2978 NORMAL -0.741386
2979 NORMAL -0.317686
2980 NORMAL -0.095351
2981 NORMAL 0.522083
2982 NORMAL -0.452720
2983 NORMAL -0.002233
2984 NORMAL 0.542768
2985 NORMAL 0.642389
2986 NORMAL 0.278088
2987 NORMAL 0.049396
2988 NORMAL -0.053039
2989 NORMAL 0.139463
2990 NORMAL -0.022328
2991 NORMAL 0.407069
2992 NORMAL 0.481493
2993 NORMAL -0.925715
2994 NORMAL 0.194429
2995 NORMAL 0.292624
2996 NORMAL 0.230684
2997 NORMAL -0.468308
2998 NORMAL -0.507353
2999 NORMAL -0.894663
3000 NORMAL -0.256080
3001 NORMAL 0.092858
3002 NORMAL 0.398916
3003 NORMAL 0.159268
3004 NORMAL -0.372673
3005 NORMAL 0.128530
3006 NORMAL -0.214580
3007 NORMAL -0.174363
3008 NORMAL 0.330666
3009 NORMAL 0.638624
3010 NORMAL 0.249048
3011 NORMAL 0.059542
3012 NORMAL -0.167790
3013 NORMAL 0.025517
3014 NORMAL 0.496879
3015 NORMAL -0.150032
3016 NORMAL 0.556754
3017 NORMAL -0.071267
3018 NORMAL 0.310254
3019 NORMAL 0.188007
3020 NORMAL 0.229893
3021 NORMAL 0.572508
3022 NORMAL 1.033120
3023 NORMAL -0.046417
3024 NORMAL -0.755139
3025 NORMAL -0.330597
3026 NORMAL 0.230076
3027 NORMAL -1.140207
3028 NORMAL 0.143194
3029 NORMAL 1.306333
3030 NORMAL 1.064593
3031 NORMAL 0.290137
3032 NORMAL -0.397115
3033 NORMAL 0.324383
3034 NORMAL 0.234861
3035 NORMAL 0.416302
3036 NORMAL 0.037264
3037 NORMAL 0.171767
3038 NORMAL -0.169948
3039 NORMAL 0.749828
3040 NORMAL 0.493579
3041 NORMAL 0.234885
3042 NORMAL 1.109779
3043 NORMAL 0.480739
3044 NORMAL -0.590609
3045 NORMAL 0.185709
3046 NORMAL -0.255155
3047 NORMAL -0.302887
3048 NORMAL 0.663569
3049 NORMAL -0.707910
3050 NORMAL -0.293300
3051 NORMAL 0.065273
3052 NORMAL -0.019527
3053 NORMAL -0.053947
3054 NORMAL -0.379661
3055 NORMAL -0.040094
3056 NORMAL 0.567622
3057 NORMAL 0.018735
3058 NORMAL 0.092807
3059 NORMAL 0.489856
3060 NORMAL 0.753777
3061 NORMAL -0.482554
3062 NORMAL -0.195996
3063 NORMAL 0.503435
3064 NORMAL 0.815958
3065 NORMAL -0.028676
3066 NORMAL -0.143793
3067 NORMAL -0.181403
3068 NORMAL 0.295350
3069 NORMAL -0.046636
3070 NORMAL 0.046542
3071 NORMAL -0.041893
3072 NORMAL 0.784566
3073 NORMAL 0.653664
3074 NORMAL 0.057068
3075 NORMAL -0.584763
3076 NORMAL -0.007489
3077 NORMAL 0.081243
3078 NORMAL 0.205386
3079 NORMAL -0.162614
3080 NORMAL 0.717394
3081 NORMAL -0.190828
3082 NORMAL 0.278146
3083 NORMAL -0.389785
3084 NORMAL 0.134807
3085 NORMAL 1.051032
3086 NORMAL -0.242381
3087 NORMAL 0.762966
3088 NORMAL -0.155607
3089 NORMAL 0.245013
3090 NORMAL 0.056685
3091 NORMAL -0.760937
3092 NORMAL -0.331371
3093 NORMAL 0.281643
3094 NORMAL 0.489181
3095 NORMAL -0.058650
3096 NORMAL 0.622374
3097 NORMAL -0.335084
3098 NORMAL -0.214380
3099 NORMAL -0.309658
3100 NORMAL 0.111157
3101 NORMAL 0.651884
3102 NORMAL 0.499805
3103 NORMAL 0.436748
3104 NORMAL 0.265735
3105 NORMAL -0.324278
3106 NORMAL 0.369343
3107 NORMAL -0.584348
3108 NORMAL 0.622645
3109 NORMAL -0.031126
3110 NORMAL -0.526513
3111 NORMAL -0.207131
3112 NORMAL -0.311383
3113 NORMAL -0.200092
3114 NORMAL 0.000949
3115 NORMAL 0.296163
3116 NORMAL 0.515416
3117 NORMAL -0.183995
3118 NORMAL 0.053338
3119 NORMAL 0.582317
3120 NORMAL 0.639505
3121 NORMAL 0.308543
3122 NORMAL 0.358355
3123 NORMAL -0.492182
3124 NORMAL -0.060911
3125 NORMAL -0.198104
3126 NORMAL 0.888400
3127 NORMAL 0.709039
3128 NORMAL -0.784828
3129 NORMAL -0.346926
3130 NORMAL 0.129257
3131 NORMAL 0.823013
3132 NORMAL -0.146123
3133 NORMAL 0.290715
3134 NORMAL 0.541578
3135 NORMAL 1.187596
3136 NORMAL -1.081555
3137 NORMAL 0.328475
3138 NORMAL -0.171442
3139 NORMAL 0.346487
3140 NORMAL 0.109378
3141 NORMAL 1.037799
3142 NORMAL 0.589708
3143 NORMAL -0.075180
3144 NORMAL 0.561224
3145 NORMAL -0.099802
3146 NORMAL 0.095838
3147 NORMAL 0.229671
3148 NORMAL 0.574484
3149 NORMAL 0.022385
3150 NORMAL -0.032586
3151 NORMAL -0.035447
3152 NORMAL 0.368738
3153 NORMAL 0.107031
3154 NORMAL -0.567530
3155 NORMAL -0.045519
3156 NORMAL 0.326649
3157 NORMAL -0.073839
3158 NORMAL -0.263812
3159 NORMAL 0.389866
3160 NORMAL 0.340448
3161 NORMAL -0.220010
3162 NORMAL 0.077069
3163 NORMAL 0.080436
3164 NORMAL -0.371074
3165 NORMAL -0.004303
3166 NORMAL -0.257429
3167 NORMAL 0.896680
3168 NORMAL 0.422101
3169 NORMAL 0.300001
3170 NORMAL -0.213218
3171 NORMAL 0.412003
3172 NORMAL 0.770281
3173 NORMAL 0.009887
3174 NORMAL -0.053506
3175 NORMAL 0.370501
3176 NORMAL 0.652870
3177 NORMAL -0.166030
3178 NORMAL -0.572819
3179 NORMAL 0.088248
3180 NORMAL 0.278714
3181 NORMAL -0.230517
3182 NORMAL -0.008943
3183 NORMAL -0.618159
3184 NORMAL 0.233741
3185 NORMAL 0.591782
3186 NORMAL 0.384726
3187 NORMAL -0.818466
3188 NORMAL 0.144626
3189 NORMAL 1.789392
3190 NORMAL 0.070973
3191 NORMAL -0.753527
3192 NORMAL 0.447348
3193 NORMAL 0.707611
3194 NORMAL 0.208493
3195 NORMAL 0.294743
3196 NORMAL -0.349958
3197 NORMAL -0.535893
3198 NORMAL 0.266504
3199 NORMAL 0.742378
3200 NORMAL 0.021723
3201 NORMAL 0.307174
3202 NORMAL 1.575275
3203 NORMAL 0.141961
3204 NORMAL -0.252220
3205 NORMAL 0.655769
3206 NORMAL 0.318347
3207 NORMAL 0.705059
3208 NORMAL -0.795616
3209 NORMAL -0.139844
3210 NORMAL -0.382677
3211 NORMAL -0.214383
3212 NORMAL 0.409668
3213 NORMAL -0.035928
3214 NORMAL 0.210070
3215 NORMAL 0.955912
3216 NORMAL -0.422513
3217 NORMAL 0.103564
3218 NORMAL -0.123981
3219 NORMAL 0.731943
3220 NORMAL -0.246258
3221 NORMAL 0.176139
3222 NORMAL 0.562075
3223 NORMAL 0.081900
3224 NORMAL 0.094181
3225 NORMAL -0.494654
3226 NORMAL 0.011057
3227 NORMAL 0.892685
3228 NORMAL -0.615172
3229 NORMAL 0.248116
3230 NORMAL -0.581790
3231 NORMAL -0.069598
3232 NORMAL -0.180387
3233 NORMAL 0.102979
3234 NORMAL -0.107770
3235 NORMAL 0.441203
3236 NORMAL -0.277979
3237 NORMAL 1.502081
3238 NORMAL -0.044389
3239 NORMAL -0.127877
3240 NORMAL -0.387553
3241 NORMAL -0.014444
3242 NORMAL 0.318804
3243 NORMAL -0.347370
3244 NORMAL -0.580746
3245 NORMAL 0.731760
3246 NORMAL 0.825845
3247 NORMAL 0.276999
3248 NORMAL 1.183851
3249 NORMAL 0.095889
3250 NORMAL 0.399999
3251 NORMAL -0.058986
3252 NORMAL -0.265681
3253 NORMAL -0.127377
3254 NORMAL -0.073281
3255 NORMAL 0.468415
3256 NORMAL -0.144306
3257 NORMAL -0.415307
3258 NORMAL 0.505044
3259 NORMAL -0.031296
3260 NORMAL -0.473880
3261 NORMAL 0.343241
3262 NORMAL -0.093907
3263 NORMAL -0.377425
3264 NORMAL -0.303834
3265 NORMAL 0.361735
3266 NORMAL 0.545476
3267 NORMAL 0.004835
3268 NORMAL 0.662884
3269 NORMAL 0.229362
3270 NORMAL -0.545621
3271 NORMAL 0.070884
3272 NORMAL 0.449899
3273 NORMAL 0.427547
3274 NORMAL 0.466188
3275 NORMAL -0.166343
3276 NORMAL 0.686357
3277 NORMAL 0.465621
3278 NORMAL -0.490155
3279 NORMAL -0.164011
3280 NORMAL 0.151975
3281 NORMAL -0.602279
3282 NORMAL 0.497064
3283 NORMAL -0.289880
3284 NORMAL 0.170056
3285 NORMAL -0.472176
3286 NORMAL -0.078670
3287 NORMAL -0.356931
3288 NORMAL 0.171428
3289 NORMAL 0.603684
3290 NORMAL -0.584503
3291 NORMAL -0.540772
3292 NORMAL -0.056598
3293 NORMAL 1.227119
3294 NORMAL 0.551782
3295 NORMAL 0.699015
3296 NORMAL 0.118419
3297 NORMAL -1.486923
3298 NORMAL -0.461354
3299 NORMAL -0.157600
3300 NORMAL 0.012688
3301 NORMAL -0.204354
3302 NORMAL 0.745772
3303 NORMAL -0.334023
3304 NORMAL -0.591389
3305 NORMAL 0.550402
3306 NORMAL 1.149476
3307 NORMAL -0.484994
3308 NORMAL -0.134784
3309 NORMAL -0.002052
3310 NORMAL -1.169140
3311 NORMAL -0.777405
3312 NORMAL -0.006392
3313 NORMAL -0.345448
3314 NORMAL 0.843763
3315 NORMAL -0.027382
3316 NORMAL 0.558297
3317 NORMAL 0.047672
3318 NORMAL 0.260509
3319 NORMAL 0.106424
3320 NORMAL -0.474637
3321 NORMAL -0.856765
3322 NORMAL -0.536577
3323 NORMAL -0.104289
3324 NORMAL 0.143799
3325 NORMAL 0.324266
3326 NORMAL -0.268281
3327 NORMAL -0.773190
3328 NORMAL 0.218500
3329 NORMAL -0.642197
3330 NORMAL -0.439231
3331 NORMAL 1.142056
3332 NORMAL -0.174198
3333 NORMAL 0.174026
3334 NORMAL -0.109842
3335 NORMAL -0.084953
3336 NORMAL -0.237820
3337 NORMAL 0.250116
3338 NORMAL 0.062316
3339 NORMAL 0.370486
3340 NORMAL -0.126263
3341 NORMAL -0.579289
3342 NORMAL 0.109779
3343 NORMAL 0.130257
3344 NORMAL 0.445860
3345 NORMAL -0.120934
3346 NORMAL 0.839005
3347 NORMAL 0.732753
3348 NORMAL -0.097454
3349 NORMAL 0.662624
3350 NORMAL 0.144196
3351 NORMAL -0.846711
3352 NORMAL 0.042658
3353 NORMAL 0.027164
3354 NORMAL -0.106056
3355 NORMAL 0.726728
3356 NORMAL 0.469163
3357 NORMAL -0.095881
3358 NORMAL 0.222641
3359 NORMAL -0.508154
3360 NORMAL 0.105402
3361 NORMAL 0.187759
3362 NORMAL -0.078832
3363 NORMAL 0.306297
3364 NORMAL 0.686471
3365 NORMAL -0.012001
3366 NORMAL 0.729566
3367 NORMAL 1.212910
3368 NORMAL 0.387281
3369 NORMAL -0.479570
3370 NORMAL -0.321347
3371 NORMAL 0.121510
3372 NORMAL -0.324104
3373 NORMAL -0.039586
3374 NORMAL 0.174540
3375 NORMAL 0.222243
3376 NORMAL -0.033582
3377 NORMAL 0.165633
3378 NORMAL 0.982934
3379 NORMAL -0.143248
3380 NORMAL 0.511844
3381 NORMAL 0.074935
3382 NORMAL -0.598885
3383 NORMAL -0.989989
3384 NORMAL -0.131099
3385 NORMAL -0.137606
3386 NORMAL -0.318152
3387 NORMAL 0.189415
3388 NORMAL -0.181248
3389 NORMAL -0.122755
3390 NORMAL -0.796224
3391 NORMAL 0.389089
3392 NORMAL -0.523514
3393 NORMAL 0.375813
3394 NORMAL -0.345055
3395 NORMAL -1.130237
3396 NORMAL 0.510102
3397 NORMAL -0.273819
3398 NORMAL -0.897858
3399 NORMAL -0.512293
3400 NORMAL 0.111197
3401 NORMAL 1.497747
3402 NORMAL -0.538920
3403 NORMAL 0.058636
3404 NORMAL 0.455487
3405 NORMAL 0.646907
3406 NORMAL -0.204236
3407 NORMAL -0.235089
3408 NORMAL 0.522405
3409 NORMAL 0.550084
3410 NORMAL -0.191194
3411 NORMAL -0.757175
3412 NORMAL 0.591565
3413 NORMAL 0.021478
3414 NORMAL -0.715471
3415 NORMAL -0.105463
3416 NORMAL -0.267880
3417 NORMAL 0.920542
3418 NORMAL -0.197294
3419 NORMAL -0.601873
3420 NORMAL 0.411984
3421 NORMAL -0.153033
3422 NORMAL 0.745689
3423 NORMAL 0.453783
3424 NORMAL 0.412741
3425 NORMAL -0.782063
3426 NORMAL 0.321332
3427 NORMAL -0.379208
3428 NORMAL -0.144357
3429 NORMAL -0.601007
3430 NORMAL 0.993304
3431 NORMAL -0.514764
3432 NORMAL 0.712272
3433 NORMAL -0.241689
3434 NORMAL -0.263356
3435 NORMAL 0.844939
3436 NORMAL 0.130265
3437 NORMAL -0.173623
3438 NORMAL 0.340576
3439 NORMAL 0.537360
3440 NORMAL 0.940154
3441 NORMAL -0.810439
3442 NORMAL 0.666088
3443 NORMAL 0.513474
3444 NORMAL -0.141366
3445 NORMAL -0.753492
3446 NORMAL -0.013837
3447 NORMAL 0.020965
3448 NORMAL 0.052291
3449 NORMAL -0.390422
3450 NORMAL 0.281628
3451 NORMAL -0.633419
3452 NORMAL 0.065419
3453 NORMAL 0.202329
3454 NORMAL -0.411413
3455 NORMAL -0.445230
3456 NORMAL 0.078497
3457 NORMAL 1.046702
3458 NORMAL -0.474284
3459 NORMAL 0.427439
3460 NORMAL -0.100186
3461 NORMAL -0.089889
3462 NORMAL -0.503344
3463 NORMAL 0.148170
3464 NORMAL 0.299929
3465 NORMAL -0.207161
3466 NORMAL 1.264698
3467 NORMAL 0.484339
3468 NORMAL -0.676058
3469 NORMAL 0.920639
3470 NORMAL 0.043676
3471 NORMAL 0.060646
3472 NORMAL -0.445556
3473 NORMAL -0.623802
3474 NORMAL 0.527741
3475 NORMAL 0.446373
3476 NORMAL -0.860272
3477 NORMAL -0.261502
3478 NORMAL 0.062706
3479 NORMAL 0.471788
3480 NORMAL 0.820740
3481 NORMAL 0.259052
3482 NORMAL 0.343357
3483 NORMAL 0.504666
3484 NORMAL 0.472194
3485 NORMAL 0.437906
3486 NORMAL -0.382810
3487 NORMAL 1.109075
3488 NORMAL -0.195152
3489 NORMAL 0.880111
3490 NORMAL 0.221902
3491 NORMAL -1.232942
3492 NORMAL -0.171616
3493 NORMAL 0.302297
3494 NORMAL -0.270794
3495 NORMAL -0.335697
3496 NORMAL 1.287561
3497 NORMAL -0.133633
3498 NORMAL 0.036041
3499 NORMAL -0.217383
3500 NORMAL 0.772075
3501 NORMAL 0.337810
3502 NORMAL 0.254011
3503 NORMAL -0.315773
3504 NORMAL 0.381684
3505 NORMAL 0.133566
3506 NORMAL -0.249616
3507 NORMAL 0.680559
3508 NORMAL 0.495831
3509 NORMAL 0.530560
3510 NORMAL 0.086453
3511 NORMAL 0.093960
3512 NORMAL 0.037334
3513 NORMAL 0.189523
3514 NORMAL 0.628380
3515 NORMAL 0.330922
3516 NORMAL -1.109452
3517 NORMAL 0.100550
3518 NORMAL 0.414744
3519 NORMAL -0.049034
3520 NORMAL 0.323870
3521 NORMAL -0.277135
3522 NORMAL 0.275953
3523 NORMAL 0.085969
3524 NORMAL 0.973106
3525 NORMAL -0.155865
3526 NORMAL -0.084528
3527 NORMAL 0.224872
3528 NORMAL -0.054975
3529 NORMAL 0.599806
3530 NORMAL 0.044496
3531 NORMAL 0.639532
3532 NORMAL -0.424921
3533 NORMAL 0.584758
3534 NORMAL -0.230369
3535 NORMAL -0.480467
3536 NORMAL 0.741664
3537 NORMAL -0.702397
3538 NORMAL -0.347822
3539 NORMAL 1.275709
3540 NORMAL 0.195257
3541 NORMAL -0.424019
3542 NORMAL -0.343081
3543 NORMAL -0.364894
3544 NORMAL -0.277556
3545 NORMAL -0.371659
3546 NORMAL 0.213806
3547 NORMAL 0.351352
3548 NORMAL -0.730716
3549 NORMAL 0.997069
3550 NORMAL -0.007034
3551 NORMAL 0.630522
3552 NORMAL -0.889765
3553 NORMAL 0.399226
3554 NORMAL -0.102551
3555 NORMAL -0.711112
3556 NORMAL 0.200238
3557 NORMAL -1.052476
3558 NORMAL -0.346217
3559 NORMAL 0.099585
3560 NORMAL -0.073067
3561 NORMAL -0.070075
3562 NORMAL -0.502064
3563 NORMAL -0.005731
3564 NORMAL 0.465929
3565 NORMAL -0.116430
3566 NORMAL 0.456459
3567 NORMAL 1.458702
3568 NORMAL 0.039986
3569 NORMAL 0.541262
3570 NORMAL 0.394743
3571 NORMAL 0.284815
3572 NORMAL 0.664283
3573 NORMAL 0.169292
3574 NORMAL 0.428407
3575 NORMAL 0.341615
3576 NORMAL 1.233517
3577 NORMAL -0.015647
3578 NORMAL 0.109070
3579 NORMAL 0.518522
3580 NORMAL -0.083496
3581 NORMAL -1.017871
3582 NORMAL -0.373860
3583 NORMAL -0.277428
3584 NORMAL -0.590664
3585 NORMAL 0.025080
3586 NORMAL 0.589295
3587 NORMAL 0.048342
3588 NORMAL -0.333755
3589 NORMAL 0.637357
3590 NORMAL 0.483359
3591 NORMAL -0.303735
3592 NORMAL 0.667724
3593 NORMAL 0.446099
3594 NORMAL 0.426696
3595 NORMAL -1.030370
3596 NORMAL 0.524333
3597 NORMAL -0.236607
3598 NORMAL 0.502356
3599 NORMAL -0.294490
3600 NORMAL -0.076556
3601 NORMAL 0.151145
3602 NORMAL 0.074473
3603 NORMAL -0.021431
3604 NORMAL -0.100584
3605 NORMAL -0.257223
3606 NORMAL 0.318382
3607 NORMAL 0.335179
3608 NORMAL -0.102840
3609 NORMAL 0.768197
3610 NORMAL -0.456677
3611 NORMAL 0.146282
3612 NORMAL -0.391825
3613 NORMAL 0.286216
3614 NORMAL 0.553059
3615 NORMAL -0.093428
3616 NORMAL 0.265510
